,Unnamed: 0,text,text_negated,text_boosted,text_inhibited,sentiment_id,sentiment,predictions,keys,text_len,predictions_negated,keys_negated,senti_negated,senti_neg_id,pred_emobert_neg,predictions_boosted,predictions_inhibited,pred_emobert,predictions_plut,predictions_n_plut,predictions_b_plut,predictions_i_plut
11,11,"My wife will be anxious!""","My wife 'wouldn t' be anxious!""","My wife would be super anxious!""","My wife would be little anxious!""",3,Fearful,"{'boredom': 0.009, 'amazement_surprise': 0.04, 'distraction': 0.047, 'disgust_loathing': 0.124, 'interest_vigilance': 0.261, 'fear': 0.559}","['anxious!""']",25,"{'anticipation': 0.016, 'boredom': 0.026, 'distraction': 0.032, 'amazement_surprise': 0.068, 'disgust_loathing': 0.091, 'interest_vigilance': 0.322, 'fear': 0.486}","['anxious!""']",Happy,4,4,"{'distraction': 0.022, 'acceptance': 0.023, 'boredom': 0.039, 'trust': 0.047, 'disgust_loathing': 0.064, 'joy_ecstasy': 0.092, 'amazement_surprise': 0.107, 'fear': 0.125, 'anticipation': 0.231, 'interest_vigilance': 0.291}","{'sadness': 0.002, 'anger': 0.019, 'amazement_surprise': 0.066, 'boredom': 0.067, 'distraction': 0.077, 'disgust_loathing': 0.133, 'interest_vigilance': 0.182, 'fear': 0.417}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
12,12,He seemed a merry fellow.,He seemed not a merry fellow.,He seemed most merry fellow.,He seemed slightly merry fellow.,4,Happy,"{'amazement_surprise': 0.018, 'acceptance': 0.03, 'trust': 0.035, 'senerity': 0.131, 'joy_ecstasy': 0.827}",['merry'],25,"{'fear': 0.025, 'disgust': 0.028, 'anticipation': 0.042, 'distraction': 0.172, 'sadness': 0.773}",['merry'],Sad,6,1,"{'amazement_surprise': 0.019, 'trust': 0.034, 'acceptance': 0.042, 'senerity': 0.116, 'joy_ecstasy': 1.4922}","{'acceptance': 0.005, 'amazement_surprise': 0.024, 'trust': 0.026, 'senerity': 0.131, 'joy_ecstasy': 0.3416}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
13,13,What rejoicing there was!,It wasn't rejoicing there!,It was highly rejoicing there!,It was partly rejoicing there!,4,Happy,"{'admire': 0.004, 'interest_vigilance': 0.019, 'trust': 0.02, 'sadness': 0.036, 'distraction': 0.041, 'anticipation': 0.047, 'senerity': 0.051, 'amazement_surprise': 0.077, 'anger': 0.088, 'boredom': 0.098, 'disgust_loathing': 0.124, 'joy_ecstasy': 0.154, 'acceptance': 0.282}",['rejoicing'],25,"{'trust': 0.007, 'fear': 0.024, 'boredom': 0.024, 'senerity': 0.041, 'interest_vigilance': 0.066, 'anticipation': 0.075, 'sadness': 0.101, 'distraction': 0.151, 'disgust': 0.20099999999999998, 'joy': 0.35}",['rejoicing'],Sad,6,3,"{'anger': 0.021, 'senerity': 0.023, 'disgust_loathing': 0.032, 'distraction': 0.039, 'trust': 0.041, 'boredom': 0.051, 'amazement_surprise': 0.056, 'admire': 0.128, 'joy_ecstasy': 0.263, 'acceptance': 0.7353000000000001}","{'trust': 0.016, 'interest_vigilance': 0.021, 'fear': 0.022, 'sadness': 0.027, 'admire': 0.033, 'distraction': 0.041, 'senerity': 0.053, 'anger': 0.062, 'anticipation': 0.065, 'amazement_surprise': 0.086, 'boredom': 0.093, 'joy_ecstasy': 0.094, 'disgust_loathing': 0.16, 'acceptance': 0.18760000000000002}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
14,14,How the fir-tree trembled!,How the fir-tree not trembled!,How the fir-tree greatly trembled!,How the fir-tree less trembled!,3,Fearful,"{'anger': 0.016, 'interest_vigilance': 0.02, 'joy_ecstasy': 0.024, 'acceptance': 0.024, 'boredom': 0.024, 'sadness': 0.025, 'amazement_surprise': 0.094, 'distraction': 0.143, 'disgust_loathing': 0.318, 'fear': 0.352}",['trembled!'],26,"{'sadness': 0.035, 'disgust': 0.038, 'boredom': 0.043, 'interest_vigilance': 0.082, 'anticipation': 0.125, 'senerity': 0.174, 'trust': 0.24, 'joy': 0.303}",['trembled!'],Happy,4,4,"{'boredom': 0.006, 'interest_vigilance': 0.01, 'joy_ecstasy': 0.02, 'acceptance': 0.029, 'anger': 0.033, 'sadness': 0.034, 'amazement_surprise': 0.067, 'distraction': 0.113, 'disgust_loathing': 0.374, 'fear': 0.6408}","{'anger': 0.012, 'interest_vigilance': 0.014, 'joy_ecstasy': 0.016, 'sadness': 0.023, 'acceptance': 0.027, 'boredom': 0.054, 'amazement_surprise': 0.073, 'distraction': 0.118, 'fear': 0.20089999999999997, 'disgust_loathing': 0.418}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
15,15,Jemima became much alarmed.,Jemima became no much alarmed.,Jemima became fully alarmed.,Jemima became somewhat alarmed.,3,Fearful,"{'amazement_surprise': 0.042, 'disgust_loathing': 0.086, 'distraction': 0.118, 'interest_vigilance': 0.226, 'fear': 0.57}",['alarmed.'],27,"{'anticipation': 0.038, 'joy': 0.068, 'senerity': 0.132, 'boredom': 0.27, 'trust': 0.533}",['alarmed.'],Happy,4,4,"{'amazement_surprise': 0.048, 'disgust_loathing': 0.077, 'distraction': 0.129, 'interest_vigilance': 0.256, 'fear': 1.0089000000000001}","{'amazement_surprise': 0.047, 'disgust_loathing': 0.088, 'distraction': 0.136, 'interest_vigilance': 0.219, 'fear': 0.3306}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
16,16,"""I am truly glad to hear it!","""I am truly not glad to hear it!","""I am extremely glad to hear it!","""I am partially glad to hear it!",4,Happy,"{'senerity': 0.004, 'trust': 0.015, 'acceptance': 0.016, 'amazement_surprise': 0.237, 'joy_ecstasy': 0.77}",['glad'],28,"{'distraction': 0.007, 'fear': 0.009, 'disgust': 0.012, 'anticipation': 0.21, 'sadness': 1.5238}",['glad'],Sad,6,1,"{'senerity': 0.004, 'acceptance': 0.017, 'trust': 0.019, 'amazement_surprise': 0.216, 'joy_ecstasy': 1.4915}","{'senerity': 0.011, 'trust': 0.026, 'acceptance': 0.029, 'amazement_surprise': 0.194, 'joy_ecstasy': 0.39}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
17,17,Then they squeaked with joy!,Then they didn squeak with joy!,Then they squeak with fully joy!,Then they squeak with little joy!,4,Happy,"{'acceptance': 0.001, 'distraction': 0.007, 'joy_ecstasy': 0.209, 'amazement_surprise': 0.824}",['joy!'],28,"{'disgust': 0.015, 'sadness': 0.459, 'anticipation': 0.567}",['joy!'],Sad,6,1,"{'admire': 0.002, 'trust': 0.004, 'acceptance': 0.009, 'amazement_surprise': 0.587, 'joy_ecstasy': 0.8341000000000001}","{'admire': 0.002, 'joy_ecstasy': 0.2723, 'amazement_surprise': 0.65}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.3, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
18,18,His grandmother scolded him.,His grandmother never scolded him.,His grandmother awfully scold him.,His grandmother barely scold him.,2,Angry-Disgusted,"{'fear': 0.013, 'sadness': 0.084, 'boredom': 0.084, 'disgust_loathing': 0.192, 'anger': 0.668}",['scolded'],28,"{'trust': 0.002, 'interest_vigilance': 0.129, 'joy': 0.9099999999999999}",['scolded'],Happy,4,3,"{'boredom': 0.084, 'disgust_loathing': 0.18, 'anger': 1.3986}","{'amazement_surprise': 0.015, 'fear': 0.016, 'sadness': 0.044, 'boredom': 0.127, 'disgust_loathing': 0.162, 'anger': 0.20340000000000003}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
19,19,How happy my mother will be!,How not happy my mother will be!,How deeply happy my mother will be!,How little happy my mother will be!,4,Happy,"{'senerity': 0.014, 'trust': 0.021, 'acceptance': 0.022, 'amazement_surprise': 0.155, 'joy_ecstasy': 0.829}",['happy'],28,"{'interest_vigilance': 0.023, 'senerity': 0.028, 'joy': 0.033, 'distraction': 0.036, 'fear': 0.044, 'boredom': 0.059, 'disgust': 0.107, 'anticipation': 0.109, 'sadness': 0.602}",['happy'],Sad,6,1,"{'senerity': 0.011, 'trust': 0.029, 'acceptance': 0.034, 'amazement_surprise': 0.077, 'joy_ecstasy': 1.6891}","{'fear': 0.001, 'acceptance': 0.002, 'interest_vigilance': 0.003, 'senerity': 0.007, 'trust': 0.037, 'amazement_surprise': 0.235, 'joy_ecstasy': 0.5292}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
20,20,But Benjamin was frightened--,But Benjamin was not frightened--,But Benjamin was enormously frightened--,But Benjamin was just enough frightened--,3,Fearful,"{'boredom': 0.011, 'distraction': 0.034, 'amazement_surprise': 0.082, 'interest_vigilance': 0.144, 'disgust_loathing': 0.152, 'fear': 0.618}",['frightened--'],29,"{'surprise': 0.003, 'senerity': 0.055, 'anticipation': 0.078, 'joy': 0.109, 'boredom': 0.186, 'trust': 0.61}",['frightened--'],Happy,4,4,"{'joy_ecstasy': 0.004, 'boredom': 0.014, 'interest_vigilance': 0.099, 'distraction': 0.107, 'amazement_surprise': 0.112, 'disgust_loathing': 0.28800000000000003, 'fear': 0.545}","{'acceptance': 0.003, 'joy_ecstasy': 0.007, 'boredom': 0.012, 'interest_vigilance': 0.092, 'disgust_loathing': 0.0984, 'distraction': 0.108, 'amazement_surprise': 0.118, 'fear': 0.536}",4,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
21,21,"What happiness for a mother!""","No happiness for a mother!""","extreme happiness for a mother!""","slight happiness for a mother!""",4,Happy,"{'anticipation': 0.003, 'disgust_loathing': 0.012, 'admire': 0.018, 'boredom': 0.024, 'trust': 0.027, 'acceptance': 0.054, 'senerity': 0.071, 'amazement_surprise': 0.335, 'joy_ecstasy': 0.496}",['happiness'],29,"{'sadness': 0.019, 'admire': 0.02, 'trust': 0.021, 'distraction': 0.022, 'anger': 0.032, 'disgust_loathing': 0.056, 'boredom': 0.06, 'amazement_surprise': 0.121, 'acceptance': 0.135, 'senerity': 0.15, 'joy_ecstasy': 0.405}","['mother!""']",Sad,6,3,"{'anticipation': 0.01, 'trust': 0.011, 'distraction': 0.041, 'interest_vigilance': 0.051, 'boredom': 0.061, 'fear': 0.069, 'acceptance': 0.077, 'amazement_surprise': 0.087, 'senerity': 0.107, 'joy_ecstasy': 0.137, 'disgust_loathing': 0.179, 'anger': 0.211}","{'admire': 0.011, 'anticipation': 0.016, 'boredom': 0.016, 'distraction': 0.019, 'acceptance': 0.022, 'trust': 0.026, 'disgust_loathing': 0.033, 'senerity': 0.054, 'amazement_surprise': 0.258, 'joy_ecstasy': 0.4102}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
22,22,And as she told him she wept.,And as she told him she never wept.,And as she told him she always wept.,And as she told him she sortof wept.,6,Sad,"{'anger': 0.004, 'acceptance': 0.013, 'fear': 0.021, 'boredom': 0.1, 'disgust_loathing': 0.134, 'sadness': 0.768}",['wept.'],29,"{'distraction': 0.002, 'disgust': 0.08, 'interest_vigilance': 0.158, 'joy': 0.8019999999999999}",['wept.'],Happy,4,0,"{'anger': 0.008, 'acceptance': 0.013, 'fear': 0.027, 'boredom': 0.093, 'disgust_loathing': 0.129, 'sadness': 1.4649}","{'anger': 0.001, 'acceptance': 0.011, 'fear': 0.027, 'disgust_loathing': 0.103, 'boredom': 0.16, 'sadness': 0.444}",0,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
23,23,Then all three were delighted.,Then all three were not delighted.,Then all three were absolutely delighted.,Then all three were kinda delighted.,4,Happy,"{'admire': 0.019, 'amazement_surprise': 0.473, 'joy_ecstasy': 0.549}",['delighted.'],30,"{'disgust': 0.022, 'anticipation': 0.491, 'sadness': 0.527}",['delighted.'],Sad,6,1,"{'admire': 0.012, 'joy_ecstasy': 0.473, 'amazement_surprise': 1.0545}","{'admire': 0.008, 'amazement_surprise': 0.37170000000000003, 'joy_ecstasy': 0.501}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.3, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
24,24,"""Oh that IS lovely!"" said Lucie.","""Oh that wasn t lovely!"" said Lucie.","""Oh that was completely lovely!"" said Lucie.","""Oh that was just enough lovely!"" said Lucie.",4,Happy,"{'boredom': 0.006, 'sadness': 0.03, 'anticipation': 0.062, 'senerity': 0.064, 'admire': 0.118, 'acceptance': 0.18, 'joy_ecstasy': 0.58}","['lovely!""']",32,"{'anticipation': 0.001, 'interest_vigilance': 0.007, 'joy': 0.031, 'distraction': 0.051, 'surprise': 0.062, 'disgust': 0.32999999999999996, 'sadness': 0.559}","['lovely!""']",Sad,6,2,"{'amazement_surprise': 0.022, 'sadness': 0.031, 'anticipation': 0.035, 'senerity': 0.056, 'acceptance': 0.168, 'admire': 0.2375, 'joy_ecstasy': 0.604}","{'amazement_surprise': 0.004, 'boredom': 0.007, 'sadness': 0.029, 'anticipation': 0.031, 'senerity': 0.052, 'admire': 0.10439999999999999, 'acceptance': 0.174, 'joy_ecstasy': 0.57}",2,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.9, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0.5, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
25,25,"Can such happiness be imagined?""","Can such happiness be not imagined?""","Can such enormous happiness be imagined?""","Can such little happiness be imagined?""",4,Happy,"{'admire': 0.002, 'fear': 0.006, 'anger': 0.011, 'trust': 0.021, 'distraction': 0.024, 'boredom': 0.031, 'disgust_loathing': 0.073, 'acceptance': 0.084, 'senerity': 0.098, 'joy_ecstasy': 0.129, 'amazement_surprise': 0.28, 'anticipation': 0.282}","['imagined?""']",32,"{'fear': 0.016, 'trust': 0.026, 'interest_vigilance': 0.044, 'senerity': 0.048, 'disgust': 0.078, 'joy': 0.089, 'sadness': 0.092, 'distraction': 0.146, 'anticipation': 0.202, 'surprise': 0.3}","['imagined?""']",Sad,6,1,"{'distraction': 0.006, 'anger': 0.01, 'disgust_loathing': 0.019, 'trust': 0.022, 'acceptance': 0.024, 'boredom': 0.033, 'senerity': 0.034, 'anticipation': 0.085, 'joy_ecstasy': 0.251, 'amazement_surprise': 0.557}","{'anger': 0.005, 'trust': 0.007, 'fear': 0.032, 'boredom': 0.033, 'acceptance': 0.036, 'distraction': 0.079, 'disgust_loathing': 0.092, 'joy_ecstasy': 0.102, 'senerity': 0.104, 'anticipation': 0.1365, 'amazement_surprise': 0.355}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
26,26,"What a nasty person!"" said Peter.","He wasn't a nasty person!"" said Peter.","He was a considerably nasty person!"" said Peter.","He was a kinda nasty person!"" said Peter.",2,Angry-Disgusted,"{'distraction': 0.025, 'amazement_surprise': 0.027, 'interest_vigilance': 0.033, 'boredom': 0.064, 'disgust_loathing': 0.079, 'fear': 0.118, 'anger': 0.694}",['nasty'],33,"{'senerity': 0.012, 'anticipation': 0.027, 'boredom': 0.032, 'interest_vigilance': 0.05, 'trust': 0.093, 'joy': 0.8270000000000001}",['nasty'],Happy,4,3,"{'amazement_surprise': 0.013, 'disgust_loathing': 0.031, 'fear': 0.041, 'boredom': 0.096, 'anger': 1.376}","{'interest_vigilance': 0.011, 'amazement_surprise': 0.016, 'fear': 0.049, 'disgust_loathing': 0.051, 'boredom': 0.09, 'anger': 0.5775}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
27,27,Pigling Bland reproved Alexander.,Pigling Bland didnâ€™t reprove Alexander.,Pigling Bland deeply reprove Alexander.,Pigling Bland somewhat reprove Alexander.,2,Angry-Disgusted,"{'anticipation': 0.003, 'trust': 0.012, 'amazement_surprise': 0.021, 'interest_vigilance': 0.028, 'joy_ecstasy': 0.032, 'fear': 0.037, 'distraction': 0.038, 'sadness': 0.073, 'admire': 0.073, 'anger': 0.105, 'boredom': 0.109, 'acceptance': 0.211, 'disgust_loathing': 0.297}",['reproved'],33,"{'sadness': 0.018, 'anticipation': 0.02, 'fear': 0.028, 'amazement_surprise': 0.033, 'trust': 0.038, 'distraction': 0.038, 'interest_vigilance': 0.039, 'joy_ecstasy': 0.057, 'admire': 0.077, 'anger': 0.117, 'boredom': 0.132, 'disgust_loathing': 0.201, 'acceptance': 0.242}",['reprove'],Happy,4,3,"{'sadness': 0.014, 'trust': 0.02, 'amazement_surprise': 0.029, 'interest_vigilance': 0.037, 'fear': 0.04, 'distraction': 0.04, 'admire': 0.05, 'joy_ecstasy': 0.053, 'boredom': 0.124, 'acceptance': 0.127, 'anger': 0.24, 'disgust_loathing': 0.5073000000000001}","{'anticipation': 0.015, 'sadness': 0.017, 'admire': 0.032, 'amazement_surprise': 0.038, 'interest_vigilance': 0.039, 'distraction': 0.04, 'joy_ecstasy': 0.051, 'fear': 0.058, 'boredom': 0.122, 'acceptance': 0.157, 'disgust_loathing': 0.17159999999999997, 'anger': 0.185}",3,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
28,28,"""I like that!"" said the Princess.","""I don't like that!"" said the Princess.","""I fully liked that!"" said the Princess.","""I marginally like that!"" said the Princess.",4,Happy,"{'anticipation': 0.005, 'boredom': 0.011, 'anger': 0.016, 'interest_vigilance': 0.019, 'senerity': 0.031, 'disgust_loathing': 0.033, 'trust': 0.042, 'admire': 0.067, 'acceptance': 0.18, 'amazement_surprise': 0.254, 'joy_ecstasy': 0.385}","['that!""']",33,"{'senerity': 0.016, 'trust': 0.022, 'fear': 0.032, 'interest_vigilance': 0.063, 'distraction': 0.082, 'surprise': 0.1, 'anticipation': 0.101, 'sadness': 0.118, 'boredom': 0.127, 'joy': 0.165, 'disgust': 0.214}","['that!""']",Sad,6,3,"{'boredom': 0.002, 'anger': 0.033, 'admire': 0.301, 'acceptance': 0.45599999999999996, 'joy_ecstasy': 0.464}","{'interest_vigilance': 0.002, 'distraction': 0.006, 'fear': 0.01, 'senerity': 0.033, 'trust': 0.037, 'anticipation': 0.056, 'boredom': 0.058, 'disgust_loathing': 0.079, 'acceptance': 0.146, 'amazement_surprise': 0.265, 'joy_ecstasy': 0.349}",1,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}","{'anger': 0, 'anticipation': 0, 'disgust': 0, 'joy': 0, 'sad': 0, 'fear': 0, 'trust': 0, 'surprise': 0}"
