,Unnamed: 0,text,sentiment,sentiment_id
234,234,UK characters boosting box office ,joy,3
235,235,Cher items snapped up at auction ,joy,3
236,236,Griffiths scorns Withnail 'play' ,disgust,1
237,237,Lily Allen wins web music award ,joy,3
238,238,Costner appeals in casino wrangle,anger,0
239,239,Beyonce copyright claim rejected ,anger,0
240,240,Cohn gunman jailed for 36 years ,joy,3
241,241,Melua's deep sea gig sets record ,joy,3
242,242,Sri Lanka clashes kill 129 troops ,sadness,4
243,243,Gunmen kill 11 in Iraq TV raid ,sadness,4
244,244,Italy drops Sicily bridge plans ,surprise,5
245,245,Amish killings school demolished ,sadness,4
246,246,Pamuk wins Nobel Literature prize,joy,3
247,247,Madonna adoption bid approved ,joy,3
248,248,Man admits UK-US terror bomb plot,fear,2
249,249,Who are you calling fat?,disgust,1
250,0,Test to predict breast cancer relapse is approved,joy,3
251,1,"Two Hussein allies are hanged, Iraqi official says",sadness,4
252,2,Sights and sounds from CES,joy,3
253,3,Schuey sees Ferrari unveil new car,joy,3
254,4,Closings and cancellations top advice on flu outbreak,fear,2
255,5,Trucks swallowed in subway collapse,sadness,4
256,6,Sarkozy letter surprises French cartoons hearing,surprise,5
257,7,"Building a memorial to a son, one child at a time",sadness,4
258,8,Lawmaker seeks iPod ban in crosswalks in New York,surprise,5
259,9,Diabetic waits months for eyeglasses,sadness,4
260,10,Sudan tells United Nations envoy to leave in 72 hours,surprise,5
261,11,5000 years on but couple still hugging,surprise,5
262,12,Defense to challenge Russert's credibility,surprise,5
263,13,"Ozzy, a Hero for the hard-rocking masses",joy,3
264,14,CIA leak trial summary,surprise,5
265,15,Dance movie takes over No. 1,joy,3
266,16,Asian nations urge Myanmar reform,surprise,5
267,17,"After Iraq trip, Clinton proposes war limits",joy,3
268,18,7 dead in apartment building fire,sadness,4
269,19,Male sweat boosts women's hormone levels,surprise,5
270,20,Carphone Warehouse's mixed signals,surprise,5
271,21,Democrats plot Bush troop increase censure,surprise,5
272,22,Cisco sues Apple over iPhone name,anger,0
273,23,BB star Jackson denies Goody comments,disgust,1
274,24,Inter Milan set Serie A win record,joy,3
275,25,US Airways boosts bid for Delta,surprise,5
276,26,Press sees hope in Mecca talks,joy,3
277,27,Bears fan loses bet and changes name,surprise,5
278,28,Global National	Major child porn ring bust,disgust,1
279,29,'Human hair' clue in hunt for airliner,surprise,5
280,30,Johnny Depp to make movie of spy poisoning,joy,3
281,31,Really?: The claim: the pill can make you put on weight,surprise,5
282,32,5 money makeovers,joy,3
283,33,TBS to pay $2M fine for ad campaign bomb scare,fear,2
284,34,"""Stomp the Yard"" has winning moves in its weekend debut",joy,3
285,35,"Discovered boys bring shock, joy",surprise,5
286,36,Bernhard set to leave Volkswagen,sadness,4
287,37,Pacers' Jackson misses gun hearing,fear,2
288,38,Cases: when the simple solution is the right one,joy,3
289,39,Two Muslim groups sue French newspaper International,anger,0
290,40,Golden Globes on their way,joy,3
291,41,"At New OZZFEST, Freedom Ain't Free",surprise,5
292,42,Federer handed tough Aussie draw,sadness,4
293,43,Protesters end strike as Nepal PM concedes demands,joy,3
294,44,"Turner pays for Boston ""bombing""",fear,2
295,45,Two detained in body parts mailing,disgust,1
296,46,Essay: about that mean streak of yours: psychiatry can do only so much,sadness,4
297,47,Hussein's niece pleads for father's life,sadness,4
298,48,Sarkozy heads for clash in cartoons row,anger,0
299,49,Global web of suspects in child-rape download,anger,0
300,50,Blake defeats Moya to retain title,joy,3
301,51,"Storms kill, knock out power, cancel flights",fear,2
302,52,Aquarium puts ailing beluga whale to sleep,sadness,4
303,53,"Microsoft, Sony, we have a problem",surprise,5
304,54,A police state? The issues,fear,2
305,55,Move to ban iPods from crossing the street,surprise,5
306,56,India's Taj Mahal gets facelift,joy,3
307,57,Cheney to Congress: Can't run Iraq war by committee,anger,0
308,58,Ganguly handed India squad call-up,joy,3
309,59,Fortune: Looking beyond the iPhone,joy,3
310,60,Really?: The claim: the back seat of a car is the safest place to sit,surprise,5
311,61,Vaccine mandate upsets legislators,anger,0
312,62,News analysis: Iranian boast is put to test,fear,2
313,63,Panel issues bleak report on climate change,fear,2
314,64,Virtual 'American Idol' hits right notes,joy,3
315,65,"Iraq car bombings kill 22 People, wound more than 60",sadness,4
316,66,'Stomp' steps to No. 1 at box office,joy,3
317,67,Google executive acts as goodwill envoy,joy,3
318,68,Filipino woman kidnapped in Nigeria,fear,2
319,69,"Seahawks, Bears vie for shot at NFL title",joy,3
320,70,Brown not buried as estate issues loom,sadness,4
321,71,Will Rob Cohen Direct Third 'Mummy'?,surprise,5
322,72,EU will urge China to go green,joy,3
323,73,17th-Century Remedy; 21st-Century Potency,surprise,5
324,74,Forecasters expect toasty 2007,fear,2
325,75,'Sunshine' Goydos wins Sony open,joy,3
326,76,Teacher charged with sex assault,disgust,1
327,77,Merck: Gardasil may fight more strains,joy,3
328,78,"Mountain glaciers melting faster, United Nations says",fear,2
329,79,Snow causes airport closures in Britain,sadness,4
330,80,Bananaconda inventor is top poet of kids,joy,3
331,81,Shareholders sue Apple,anger,0
332,82,Israelis retaliate after attack by Lebanese Army,fear,2
333,83,Deadly bird flu confirmed in British Turkeys,fear,2
334,84,Too little sleep may mean too fat kids,surprise,5
335,85,Bathing mom awakes to find baby dead,sadness,4
336,86,Visitors to Eiffel Tower climb to record in 2006,joy,3
337,87,"More sleep, healthier slimmer children ",surprise,5
338,88,Queen battles Bond for Baftas,joy,3
339,89,"Walters on Trump: 'Poor, pathetic man'",sadness,4
340,90,"Ice storm smacks roads, power",fear,2
341,91,Iran says it will strike US interests if Attacked,fear,2
342,92,Palestinian factions to resume talks,joy,3
343,93,Study: men's sweat triggers high sexual arousal in women,surprise,5
344,94,Outcry at N Korea 'nuclear test',fear,2
345,95,Russia plans major military build-up,fear,2
346,96,Archaeologists find remains of couple locked in a hug,surprise,5
347,97,Stenson defends his title at Dubai,joy,3
348,98,Taking the plunge,fear,2
349,99,Updates on world's top stories,joy,3
350,100,Man rides stationary bike for 85 hours,surprise,5
351,101,Ice storm coating Midwest,fear,2
352,102,A Mistrial for Lieut. Watada,anger,0
353,103,Iran warns will hit back at US if attacked,fear,2
354,104,ASEAN talks end on energy-security,joy,3
355,105,"Iraqi death toll exceeded 34,000 in 2006, United Nations says",sadness,4
356,106,Israel intensifies military flights over Lebanon,fear,2
357,107,New gadgets galore at tech show,joy,3
358,108,Another death at Georgia Aquarium,sadness,4
359,109,US to urge Nato Afghan spring offensive,fear,2
360,110,UK letter bombs may be from extremist drivers,fear,2
361,111,Asia seeks breakthrough on North Korea,surprise,5
362,112,Federer overcomes a ragged start,joy,3
363,113,Rowdy fans ejected from the Open,anger,0
364,114,Terai protesters hail 'historic' victory over government,joy,3
365,115,Anger at release of two held over beheading plot,anger,0
366,116,Bush adamant on troops to Iraq,anger,0
367,117,Bebe Neuwirth gets to 'wiggle again',joy,3
368,118,Beckham to L.A.: For the game not fame,joy,3
369,119,Sleep more to fight childhood obesity,surprise,5
370,120,Abbas rejects temporary state,sadness,4
371,121,Investigation of child porn site hits 77 nations,disgust,1
372,122,Sleuths close in on Odysseus home,surprise,5
373,123,Variety: Johnny Depp to make movie of spy poisoning,surprise,5
374,124,Ice storm cripples central U.S.,fear,2
375,125,Park stars as United maintain lead,joy,3
376,126,Prehistoric Romeo and Juliet discovered,surprise,5
377,127,India's famous landmark gets facelift,joy,3
378,128,Joseph Wambaugh's new start,joy,3
379,129,Participant in water-drinking contest dies,sadness,4
380,130,Apple drops bombshell with iPhone,surprise,5
381,131,Bollywood's 'Brangelina' engaged,joy,3
382,132,"Shiite fighters arrested in crackdown, Iraq says",fear,2
383,133,"Rio De Janeiro journal: drawing lines across the sand, between classes",sadness,4
384,134,Models' health guidelines -- will they help?,surprise,5
385,135,Stepping back in time at ski resort,joy,3
386,136,Test cricketer jailed over killing,sadness,4
387,137,Walnuts 'combat unhealthy fats',joy,3
388,138,Apple to Vista upgraders: 'Wait',surprise,5
389,139,Injured Sarwan to miss one-dayers,sadness,4
390,140,Firms on alert for letter bombs,fear,2
391,141,Studios sign off on movie downloads,surprise,5
392,142,Asif returns with four-wicket haul,joy,3
393,143,"Bush authorized Iranians' arrest in Iraq, Rice says",anger,0
394,144,Porn ring scandal reaches Australia,disgust,1
395,145,Deputy health minister arrested in US-Iraqi raid,sadness,4
396,146,Senator Carl Krueger thinks iPods can kill you,surprise,5
397,147,"Finally, Senate okays anti-terror bill Manila",joy,3
398,148,Somalia declares state of emergency,fear,2
399,149,Matt shines with his Alpine finish,joy,3
400,150,BP CEO Browne to step down in June,sadness,4
401,151,An iPhone by any other name? Surely not,surprise,5
402,152,Life in Gaza steadily worsens,sadness,4
403,153,The energy challenge | Exotic visions: how to cool a planet (maybe),surprise,5
404,154,"Easy ways to (really) save $400,000",joy,3
405,155,Shareholders sue Apple,anger,0
406,156,Findings: Can humanity survive? Want to bet on it?,fear,2
407,157,Iran steps up production of weapons-grade uranium,fear,2
408,158,Rig-threat cargo ship towed ashore,fear,2
409,159,Palestinians say clashes hurt their cause,sadness,4
410,160,Male sweat can raise hormones,surprise,5
411,161,Vital Signs: Hazards: Antidepressant linked to fractures in older people,surprise,5
412,162,Peron held over '70s rights abuses,sadness,4
413,163,Space life search turns to TV,surprise,5
414,164,"Super Bowl ads of cartoonish violence, perhaps reflecting toll of war",sadness,4
415,165,YouTube told to drop celeb sex video,surprise,5
416,166,Beckham and Posh and more athlete-celebrity couples,joy,3
417,167,City sets up ice storm shelters,fear,2
418,168,Libby prosecutors await judge's rulings,sadness,4
419,169,Review: 'Alpha Dog' misses the point,sadness,4
420,170,Republicans plan to block Iraq debate,anger,0
421,171,Mixed reaction to China's Africa push,surprise,5
422,172,Snowed in the Canadian Rockies,joy,3
423,173,"Skip the showers: male sweat turns women on, study says",surprise,5
424,174,Gently Weeps' lyrics sheet up for sale,joy,3
425,175,Canete wins inaugural Joburg Open,joy,3
426,176,Rights group halts violent Nepal strikes,joy,3
427,177,Real suffer Carlos injury setback,sadness,4
428,178,Astronaut may have buckled under stress,sadness,4
429,179,Gunmen abduct Filipino woman in Nigeria,fear,2
430,180,NFL team's fan of the year: 'Flag Lady',joy,3
431,181,No 10 rejects police state claim,surprise,5
432,182,Malaysian AirAsia X to fly in July,joy,3
433,183,10 kidnapped at Nigeria oil base,fear,2
434,184,Guy sweat is babe magnet,surprise,5
435,185,Township tourism booming in South Africa,joy,3
436,186,'Alpha Dog' misses the point,surprise,5
437,187,Iran leader pays Nicaragua a visit,surprise,5
438,188,"'Grey's,' 'Pirates' lead People's Choice",joy,3
439,189,Terror network,fear,2
440,190,Now it's official: Iraq's a mess,sadness,4
441,191,Snow brings travel misery to England,sadness,4
442,192,James Brown's 5-year-old son left out of will,surprise,5
443,193,Two men killed by London tube train,sadness,4
444,194,US millions fail to buy influence in deadly Gaza power play,sadness,4
445,195,PLO ministers agreed upon in Mecca,joy,3
446,196,Squadron apologies over 'friendly-fire' death,sadness,4
447,197,New Orleans violence sparks tourism fears,fear,2
448,198,Friendly fire pilot 'experienced',fear,2
449,199,SPACE.com: Black hole triplets spotted,surprise,5
450,200,Vaccines: Mandate or choice?,surprise,5
451,201,"Congolese soldiers riot, loot over pay issue",anger,0
452,202,Commodities lead Europe higher,joy,3
453,203,Ingredient in male sweat raises women's hormone levels,surprise,5
454,204,Goetschl ends Austrian win drought,joy,3
455,205,Doomsday Clock ticking away,fear,2
456,206,Troops massing around Somali town,fear,2
457,207,Tariq Ramadan has an identity issue,surprise,5
458,208,Peretz orders IDF to respond with force to north border attacks,anger,0
459,209,Trains crash near Thai resort town,sadness,4
460,210,"Hamas, Fatah return to unity gov't talks in Mecca",joy,3
461,211,Pats' fourth-quarter rally finishes Chargers,joy,3
462,212,7 Die As US Helicopter Crashes in Iraq,sadness,4
463,213,Millionaire secret Santa dies,sadness,4
464,214,Morrissey may cheer up Eurovision,joy,3
465,215,Christian values guide Dungy and the Colts,joy,3
466,216,Israeli woman's tirade spurs PM outrage,anger,0
467,217,Passing exchange becomes political flashpoint,anger,0
468,218,Police probe 2 church fires half mile apart,sadness,4
469,219,Italy to try US soldier for agent's Iraq death,anger,0
470,220,Depp to star in spy poisoning film,joy,3
471,221,'24's' Jack Bauer returns,joy,3
472,222,US Airways boosts bid for Delta,surprise,5
473,223,"Even before its release, world climate report is criticized as too optimistic",fear,2
474,224,"Second hanging also went awry, Iraq tape shows",sadness,4
475,225,Howell takes one shot lead in Sony Open,joy,3
476,226,Psych checks reviewed after astronaut's crack-up,sadness,4
477,227,"Pap Test, a mainstay against cervical cancer, may be fading",surprise,5
478,228,Martins leads Newcastle fightback,joy,3
479,229,PS3 pricey but impressive,joy,3
480,230,Pluto's revenge: 'Word of the Year' award,joy,3
481,231,European Space Agency,joy,3
482,232,Hackers strike at key Internet servers,anger,0
483,233,Hussein co-defendants executed,sadness,4
484,234,Memo from Frankfurt: Germany relives 1970s terror as 2 seek release from jail,fear,2
485,235,Blissing out in Ojai,joy,3
486,236,"Houston, she's got some problems",sadness,4
487,237,Amazon.com has 'best ever' sales,joy,3
488,238,Hackers attack root servers,anger,0
489,239,Video games can improve your vision,surprise,5
490,240,Internet attacked! (Did anyone notice?),surprise,5
491,241,"In Washington, contractors take on biggest role ever",surprise,5
492,242,Floods force Malaysia evacuations,sadness,4
493,243,"On MySpace, girls seek friends, boys flirt",surprise,5
494,244,Tests of drug to block H.I.V. infection are halted over safety,fear,2
495,245,Zoo polar bear to have root canal,sadness,4
496,246,Europe take big Royal Trophy lead,joy,3
497,247,Israel to install cameras to show live Mughrabi footage,joy,3
498,248,'We lit our last candle yesterday',sadness,4
499,249,Google buys YouTube for $1.65bn,surprise,5
500,250,PSP number one Sony platform in Japan,joy,3
501,251,England include Giles in WC squad,joy,3
502,252,Beckham 'won't play again for Real',sadness,4
503,253,Eight years for Damilola killers,sadness,4
504,254,PC World editor slain at California home,sadness,4
505,255,Hands on 'Doomsday Clock' move forward,fear,2
506,256,Zach Braff says he has 'mild depression',sadness,4
507,257,Investigation of child porn site hits 77 nations USA Today,disgust,1
508,258,Science panel calls global warming unequivocal,fear,2
509,259,News Baby pandas! Baby pandas! Baby pandas!,joy,3
510,260,Get ready for the earnings,joy,3
511,261,Germany agonizes over a brain drain,sadness,4
512,262,Iran and Nicaraguan leaders meet,joy,3
513,263,Secret hotels in Irish countryside,surprise,5
514,264,Fine wines in British Columbia,joy,3
515,265,Philippine president welcomes Senate approval of anti-terror bill ,joy,3
516,266,"Small jet crashes on takeoff, killing 2",sadness,4
517,267,"Bigger, more aggressive rats infesting UK",fear,2
518,268,Travel+Leisure: Next island hot spot: St. Lucia,joy,3
519,269,Real Mallorca rock leaders Sevilla,joy,3
520,270,Iran's boast on uranium enrichment is put to test,fear,2
521,271,"Personal health: for teenagers, the car is the danger zone",fear,2
522,272,Bird watchers flock to see rare owl,joy,3
